age_years,min,availability_ratio,offensive_efficiency,progressive_actions,position,compition,value_tier
28,742.0,0.25,42.0,,DF,Ligue 1,Mid
24,739.0,0.75,14.0,,DF,La Liga,Mid
20,1271.0,0.7894736842105263,3.4,106.0,"DF,MF",Ligue 1,High
31,1613.0,0.782608695652174,1.2,145.0,"MF,DF",Ligue 1,High
26,1915.0,0.92,6.9,137.0,MF,La Liga,High
23,2053.0,1.0,162.0,0.07,"MF,DF",Ligue 1,High
31,765.0,0.8888888888888888,0.0,,GK,Premier League,Low
27,1156.0,0.9333333333333333,22.9,60.02,DF,La Liga,Mid
30,610.0,0.42857142857142855,25.1,,MF,Premier League,Low
24,1697.0,1.0,0.05,0.06,DF,Ligue 1,Mid
25,1749.0,0.9047619047619048,1.01,0.04,DF,Premier League,Mid
26,2340.0,1.0,0.0,0.0,GK,Serie A,Mid
26,1602.0,0.8571428571428571,4.1,21.1,MF,La Liga,Mid
20,1265.0,0.9375,35.3,62.03,DF,Ligue 1,High
33,1237.0,0.75,2.2,25.0,MF,La Liga,Low
23,2430.0,1.0,0.0,0.0,GK,Premier League,High
35,2027.0,1.0,36.099999999999994,264.0,"FW,MF",Ligue 1,High
31,1103.0,0.7777777777777778,2.5,69.0,"FW,DF",Serie A,Mid
31,585.0,0.7,54.0,,DF,Bundesliga,Mid
31,630.0,1.0,0.0,,GK,Bundesliga,Low
32,412.0,0.125,1.8,8.3,FW,Bundesliga,Low
25,1597.0,0.9,2.2,68.0,DF,Serie A,Mid
29,986.0,0.5882352941176471,8.4,13.3,FW,Serie A,Low
28,2100.0,0.96,9.4,161.0,MF,Serie A,High
26,2430.0,1.0,0.0,0.0,GK,Serie A,High
25,1758.0,0.9090909090909091,3.5,33.0,DF,La Liga,Mid
31,417.0,0.3076923076923077,4.0,,MF,Premier League,Low
28,1365.0,0.8421052631578947,88.0,0.08,MF,La Liga,High
30,1205.0,0.7368421052631579,9.5,18.1,"FW,MF",La Liga,Low
20,413.0,0.2,37.0,,MF,Bundesliga,Mid
37,719.0,0.3,18.2,,"DF,MF",Premier League,Low
26,2280.0,1.0,2.6,140.0,DF,Serie A,High
28,508.0,0.5,2.2,38.0,"MF,FW",Ligue 1,Low
30,2160.0,1.0,11.9,6.02,DF,Premier League,Mid
23,1144.0,0.6666666666666666,57.0,0.15,DF,La Liga,High
25,814.0,0.625,10.3,49.0,FW,La Liga,Mid
27,1512.0,0.9,7.8999999999999995,115.0,MF,Serie A,High
23,628.0,0.6,30.9,,DF,La Liga,Mid
19,901.0,0.5263157894736842,25.5,69.14,"MF,FW",Serie A,High
23,1991.0,0.9230769230769231,16.9,69.02,DF,Premier League,High
25,1270.0,0.65,10.3,220.0,"FW,MF",Premier League,High
28,1813.0,1.0,18.3,21.1,FW,Premier League,High
32,1131.0,0.8,0.02,0.01,DF,La Liga,Low
26,643.0,0.38461538461538464,47.0,,DF,Bundesliga,Mid
34,1545.0,0.75,3.5999999999999996,139.0,MF,Serie A,High
34,799.0,0.4117647058823529,5.4,10.0,FW,Bundesliga,Low
37,1409.0,0.6666666666666666,10.1,40.6,MF,La Liga,Low
23,499.0,1.0,5.199999999999999,33.0,FW,Ligue 1,Low
23,1386.0,0.9444444444444444,13.0,35.2,FW,Ligue 1,High
25,1431.0,0.5,12.899999999999999,84.0,FW,Ligue 1,High
27,782.0,0.5333333333333333,46.0,,"DF,MF",Bundesliga,Mid
30,613.0,0.35714285714285715,,,DF,La Liga,Low
24,1824.0,1.0,52.9,78.03,DF,La Liga,High
31,582.0,0.7777777777777778,2.7,50.0,MF,Ligue 1,Low
31,410.0,0.4444444444444444,1.1,30.0,MF,Bundesliga,Low
24,1729.0,0.6923076923076923,56.0,0.16,"MF,DF",La Liga,High
23,1296.0,0.6818181818181818,2.5,74.0,MF,La Liga,Mid
26,675.0,0.8888888888888888,,,DF,La Liga,Low
26,974.0,0.6470588235294118,24.0,34.06,DF,La Liga,Mid
27,2340.0,1.0,0.0,0.0,GK,Serie A,Mid
30,1120.0,0.5714285714285714,23.2,10.32,FW,Premier League,Low
30,1349.0,0.6153846153846154,9.2,39.0,FW,La Liga,Mid
30,845.0,0.7142857142857143,77.0,0.17,DF,La Liga,Mid
29,576.0,0.5555555555555556,24.6,,DF,Premier League,Mid
29,1350.0,1.0,51.7,76.08,DF,La Liga,High
21,531.0,0.8571428571428571,,,DF,La Liga,Mid
30,1068.0,0.8125,11.0,16.0,FW,La Liga,Low
26,1080.0,0.55,3.7,106.0,"MF,DF",La Liga,Mid
20,771.0,0.4444444444444444,12.8,,MF,La Liga,Mid
25,692.0,0.4666666666666667,13.2,,MF,Serie A,Mid
24,1172.0,0.631578947368421,9.2,148.0,"FW,MF",Serie A,High
18,949.0,0.6111111111111112,11.6,55.0,FW,Bundesliga,Mid
28,787.0,0.7692307692307693,4.8,26.0,FW,Ligue 1,Low
24,1631.0,0.8695652173913043,5.0,144.0,"MF,FW",Premier League,High
28,698.0,0.4117647058823529,4.5,55.0,FW,Ligue 1,Low
36,1656.0,0.7307692307692307,21.7,28.06,MF,Premier League,Mid
26,1590.0,0.72,22.0,29.08,MF,Ligue 1,High
25,1137.0,0.631578947368421,45.0,0.32,DF,Ligue 1,Mid
25,1710.0,1.0,0.0,0.0,GK,Bundesliga,Mid
33,1059.0,0.7777777777777778,15.5,152.0,"FW,MF",Bundesliga,Mid
24,309.0,0.5,,,DF,La Liga,Low
26,1847.0,0.875,8.7,92.0,MF,Ligue 1,High
30,1299.0,0.6818181818181818,44.7,87.17,"MF,FW",La Liga,High
25,874.0,0.7692307692307693,19.03,0.02,DF,La Liga,Low
31,775.0,0.3888888888888889,3.5,45.8,FW,Serie A,Low
30,827.0,0.7142857142857143,0.0,0.0,DF,Serie A,Low
28,1990.0,1.0,13.1,27.8,FW,La Liga,High
28,765.0,0.2692307692307692,3.4,121.0,FW,Premier League,Mid
28,511.0,0.21428571428571427,,,DF,Serie A,Low
20,1692.0,0.9130434782608695,60.1,72.08,MF,La Liga,High
20,1679.0,0.8333333333333334,11.8,150.0,"MF,FW",Bundesliga,High
28,1807.0,1.0,0.0,0.0,GK,Serie A,Mid
28,1182.0,1.0,0.0,0.0,GK,Ligue 1,Low
23,2146.0,0.9259259259259259,87.0,0.09000000000000001,"DF,MF",Premier League,High
25,1390.0,0.6666666666666666,5.6,59.7,"DF,MF",Serie A,High
23,2152.0,1.0,2.5,14.0,DF,Bundesliga,High
23,328.0,0.25,,,FW,Bundesliga,Low
23,1092.0,0.8571428571428571,1.3,22.0,DF,Bundesliga,Mid
33,927.0,0.5882352941176471,9.9,18.03,DF,La Liga,Low
23,376.0,0.5714285714285714,24.0,,"DF,MF",Bundesliga,Mid
30,846.0,0.75,0.02,0.0,DF,La Liga,Low
20,342.0,0.0625,45.0,,"MF,FW",La Liga,Mid
37,1384.0,0.6818181818181818,216.0,0.21,"DF,FW",La Liga,High
36,630.0,1.0,0.0,,GK,Premier League,Low
24,395.0,0.5714285714285714,0.7,4.0,"DF,MF",Ligue 1,Low
23,386.0,0.4444444444444444,22.9,,"DF,MF",Ligue 1,Mid
26,1070.0,0.6666666666666666,9.02,0.03,"MF,DF",Premier League,Low
26,628.0,0.24,2.2,45.0,MF,Serie A,Low
37,556.0,0.5,4.4,14.0,FW,La Liga,Low
33,1485.0,1.0,0.0,0.0,GK,Premier League,Low
23,734.0,0.9090909090909091,128.0,,"FW,MF",Premier League,High
19,414.0,0.3333333333333333,17.0,,DF,Bundesliga,Mid
37,1080.0,1.0,0.04,0.0,GK,Bundesliga,Low
26,763.0,0.5333333333333333,3.6,42.0,MF,Bundesliga,Low
26,2392.0,1.0,6.6,25.5,MF,Premier League,High
31,1545.0,0.9,14.1,75.5,"MF,FW",Ligue 1,High
22,502.0,0.5,4.2,8.0,"FW,MF",Bundesliga,Low
22,316.0,0.8333333333333334,2.1,29.0,"MF,FW",Serie A,Low
24,455.0,0.8571428571428571,,,FW,Ligue 1,Low
28,1168.0,0.6363636363636364,5.6,15.3,FW,Ligue 1,Low
20,1231.0,0.8823529411764706,1.0,4.07,DF,La Liga,Mid
26,2365.0,1.0,18.7,82.03,DF,Ligue 1,High
22,456.0,0.7142857142857143,17.1,,MF,Serie A,Low
32,910.0,0.7142857142857143,3.3,19.0,"FW,MF",Bundesliga,Low
32,478.0,0.875,21.0,,FW,Bundesliga,Low
28,645.0,0.3333333333333333,1.3,31.0,"MF,DF",La Liga,Low
24,2139.0,0.96,93.0,0.04,DF,Serie A,High
25,1208.0,0.8125,1.2000000000000002,64.0,DF,Premier League,Mid
23,1001.0,0.391304347826087,8.5,46.0,FW,Premier League,Mid
25,1418.0,0.8333333333333334,11.5,33.5,"FW,MF",Bundesliga,Mid
22,1117.0,0.5238095238095238,3.6,52.0,MF,Bundesliga,Mid
24,899.0,0.625,6.5,85.0,FW,Bundesliga,Mid
24,1572.0,0.7692307692307693,4.7,97.0,"FW,MF",Ligue 1,High
37,1277.0,0.5,3.8,30.7,MF,Ligue 1,Low
26,2520.0,1.0,0.0,0.0,GK,Ligue 1,High
24,1695.0,0.875,44.9,59.11,MF,Premier League,High
23,1347.0,0.8,20.6,64.0,FW,Premier League,High
26,2160.0,1.0,16.04,0.08,DF,La Liga,High
32,385.0,0.5,,,DF,Serie A,Low
32,980.0,1.0,2.4,0.11,DF,Serie A,Low
26,1203.0,1.0,2.6,13.0,DF,Ligue 1,Low
26,1987.0,0.9565217391304348,14.2,37.7,FW,Serie A,High
29,1384.0,0.9411764705882353,4.4,65.0,MF,Premier League,Mid
24,584.0,0.46153846153846156,0.8,16.0,MF,Premier League,Low
31,706.0,0.6,,,MF,Serie A,Low
30,2132.0,1.0,0.0,0.0,GK,La Liga,Mid
23,1119.0,0.8333333333333334,2.2,62.0,"MF,FW",La Liga,Mid
28,629.0,0.5,2.8,35.0,"FW,MF",La Liga,Low
37,900.0,1.0,0.0,0.0,GK,Serie A,Low
18,1205.0,0.48,4.7,143.0,"MF,FW",Ligue 1,High
34,715.0,0.8,,,DF,Premier League,Low
34,1304.0,0.7777777777777778,5.5,3.01,DF,Ligue 1,Low
25,1779.0,0.84,7.6,45.4,"FW,MF",Serie A,High
21,845.0,0.6923076923076923,2.03,0.06,DF,Serie A,Low
28,1222.0,0.7222222222222222,12.1,82.01,DF,La Liga,Mid
22,440.0,0.5,,,MF,Bundesliga,Low
21,1850.0,0.7777777777777778,6.6,157.0,"FW,MF",Premier League,High
28,1915.0,1.0,4.2,100.0,DF,La Liga,High
22,577.0,0.7,40.0,,DF,La Liga,Mid
25,931.0,0.42857142857142855,2.4,91.0,DF,Serie A,Mid
24,772.0,0.6666666666666666,5.1,59.0,"MF,FW",Bundesliga,Mid
22,553.0,0.8571428571428571,,,DF,Ligue 1,Mid
29,1166.0,1.0,0.0,0.0,GK,Ligue 1,Low
29,660.0,1.0,,,GK,Bundesliga,Low
27,705.0,0.16,3.2,71.0,FW,Ligue 1,Low
21,2065.0,0.9230769230769231,4.6,79.0,MF,Premier League,High
26,1530.0,1.0,0.0,0.0,GK,Serie A,Mid
23,379.0,0.35714285714285715,14.0,,MF,Ligue 1,Low
31,1895.0,0.9130434782608695,7.8999999999999995,92.0,"FW,MF",Bundesliga,High
25,505.0,0.2857142857142857,23.0,,MF,Premier League,Low
23,1693.0,0.6785714285714286,14.7,72.0,FW,Ligue 1,High
30,2141.0,1.0,5.5,20.0,DF,Bundesliga,Mid
30,1666.0,0.9047619047619048,9.0,0.05,DF,Bundesliga,Mid
27,699.0,0.3157894736842105,2.5,23.0,"FW,MF",Serie A,Low
21,1161.0,0.65,7.8,16.7,"MF,FW",La Liga,Mid
26,1533.0,0.6956521739130435,10.5,42.7,FW,Serie A,Mid
24,652.0,0.3333333333333333,59.0,,"DF,FW",Bundesliga,High
24,1903.0,0.9565217391304348,17.9,53.0,FW,Serie A,High
23,640.0,0.35294117647058826,15.0,,MF,Bundesliga,Mid
28,1808.0,1.0,38.9,69.03,DF,Bundesliga,High
21,665.0,1.0,24.7,,MF,Premier League,Mid
21,1548.0,1.0,10.4,72.3,"FW,MF",Ligue 1,High
26,479.0,0.1,37.0,,FW,Serie A,Mid
22,1129.0,0.8666666666666667,130.0,0.41000000000000003,"MF,FW",Ligue 1,High
26,870.0,0.6666666666666666,4.5,101.0,FW,Ligue 1,Mid
26,807.0,0.75,15.3,,DF,Bundesliga,Mid
29,314.0,0.5,13.3,,"FW,MF",Premier League,Low
25,600.0,0.5,4.0,18.3,"FW,MF",La Liga,Low
25,1341.0,0.8421052631578947,5.6,19.01,MF,Bundesliga,Mid
22,780.0,0.7,12.0,,DF,La Liga,Mid
30,450.0,1.0,,,GK,La Liga,Low
22,768.0,0.8,0.0,,DF,La Liga,Mid
28,408.0,0.26666666666666666,1.3,8.0,"FW,MF",La Liga,Low
24,1195.0,0.7368421052631579,3.0,8.2,MF,Bundesliga,Mid
29,1600.0,0.95,37.0,0.08,DF,La Liga,Mid
28,2002.0,0.96,9.2,30.7,"FW,MF",La Liga,High
27,2135.0,1.0,4.6,18.0,MF,Premier League,Mid
35,1617.0,1.0,4.0,0.04,DF,Ligue 1,Low
25,2291.0,0.9285714285714286,6.01,0.06,DF,Ligue 1,High
28,807.0,0.7142857142857143,1.8,62.0,DF,Premier League,Low
25,1315.0,0.9444444444444444,7.2,11.3,MF,Premier League,Mid
19,361.0,0.0625,1.3,32.0,"FW,MF",Bundesliga,Low
28,597.0,0.29411764705882354,47.0,,MF,Serie A,Mid
33,2295.0,1.0,2.6,27.5,MF,La Liga,Mid
22,2027.0,1.0,2.9000000000000004,184.0,DF,Serie A,High
29,1861.0,0.9130434782608695,5.3,44.0,MF,Premier League,Mid
28,1206.0,0.6363636363636364,5.6,74.0,"MF,FW",Serie A,Mid
29,1075.0,0.8571428571428571,0.01,0.0,DF,Serie A,Low
35,2430.0,1.0,0.0,0.0,GK,Serie A,Mid
21,988.0,0.8461538461538461,55.0,0.12,"DF,MF",Premier League,High
32,875.0,0.7857142857142857,0.7,51.0,DF,La Liga,Low
27,1711.0,0.8636363636363636,3.5,158.0,DF,Bundesliga,High
30,2098.0,1.0,0.0,0.0,GK,Bundesliga,Mid
35,710.0,0.42105263157894735,3.8,24.8,"MF,FW",Ligue 1,Low
26,1222.0,0.65,56.0,0.04,"DF,MF",Bundesliga,High
26,994.0,0.75,37.1,87.08,DF,La Liga,High
20,1629.0,0.8571428571428571,10.7,123.0,MF,La Liga,High
35,1451.0,0.52,4.3,94.0,FW,Serie A,Mid
26,1159.0,0.6818181818181818,6.199999999999999,8.0,FW,Bundesliga,Low
22,369.0,0.36363636363636365,1.3,27.0,FW,Serie A,Low
26,1840.0,1.0,8.4,54.5,MF,Serie A,High
24,557.0,0.7777777777777778,47.0,,DF,Bundesliga,Mid
31,653.0,0.6363636363636364,17.7,,"DF,MF",La Liga,Low
26,630.0,1.0,0.0,,GK,Ligue 1,Low
27,1315.0,0.9375,12.3,49.2,"FW,MF",Ligue 1,Mid
26,861.0,0.5625,16.6,25.04,MF,Serie A,Low
23,335.0,0.14285714285714285,6.2,,FW,Bundesliga,Low
27,2240.0,1.0,11.8,51.0,MF,Premier League,High
31,1545.0,0.7391304347826086,3.5,21.0,"DF,MF",Ligue 1,Low
26,1079.0,0.7777777777777778,2.4,45.0,"MF,FW",Ligue 1,Mid
32,1933.0,0.9583333333333334,7.2,166.0,"DF,MF",Serie A,High
29,382.0,0.375,37.0,,"MF,FW",Premier League,Low
29,413.0,0.7142857142857143,,,"FW,MF",La Liga,Low
25,1367.0,0.6,3.2,89.0,"MF,FW",La Liga,High
26,1607.0,0.7916666666666666,42.8,52.09,MF,La Liga,High
34,628.0,0.35714285714285715,4.5,32.0,FW,La Liga,Low
28,883.0,0.8333333333333334,19.6,53.01,DF,La Liga,Mid
22,2018.0,1.0,1.3,108.0,DF,Serie A,High
30,768.0,0.8888888888888888,0.0,,GK,Serie A,Low
34,1577.0,0.6538461538461539,6.199999999999999,115.0,"DF,MF",Premier League,High
25,1609.0,0.76,3.0,85.0,DF,Premier League,High
26,1099.0,0.4444444444444444,3.7,39.7,"MF,FW",Ligue 1,Mid
24,1144.0,0.6111111111111112,21.0,0.06999999999999999,DF,Ligue 1,Mid
25,2063.0,0.96,8.6,61.5,MF,Serie A,High
27,1258.0,0.6818181818181818,4.9,21.1,FW,Serie A,Mid
31,1783.0,0.9090909090909091,48.0,0.05,DF,La Liga,Mid
25,737.0,0.7272727272727273,18.6,,DF,Serie A,Mid
26,667.0,0.35294117647058826,27.0,,FW,Bundesliga,Mid
27,1508.0,0.6956521739130435,11.1,25.3,FW,Serie A,Mid
25,1873.0,0.92,3.5999999999999996,54.0,MF,Serie A,High
29,2430.0,1.0,1.0,0.04,GK,Premier League,Mid
25,1844.0,0.875,0.8999999999999999,96.0,DF,Bundesliga,High
24,653.0,0.5,17.0,,DF,Ligue 1,Mid
23,1637.0,0.8260869565217391,9.8,19.6,FW,Serie A,Mid
29,1710.0,1.0,35.8,1.05,DF,Premier League,Mid
20,1560.0,0.8,7.699999999999999,70.0,"MF,FW",La Liga,High
36,384.0,0.6666666666666666,4.0,,DF,La Liga,Low
21,1080.0,0.8,1.7,11.0,DF,Serie A,Mid
27,461.0,0.38461538461538464,,,"MF,FW",Serie A,Mid
32,1739.0,0.7307692307692307,3.8,85.0,"FW,MF",La Liga,Mid
22,1414.0,0.6818181818181818,87.0,0.39,"FW,MF",La Liga,High
31,1735.0,0.9545454545454546,23.1,41.01,DF,Bundesliga,High
30,1393.0,0.7619047619047619,8.7,34.0,FW,Bundesliga,Mid
23,574.0,0.46153846153846156,1.8,24.0,MF,Serie A,Low
27,1508.0,0.6923076923076923,8.9,169.0,"FW,MF",Premier League,High
29,970.0,0.5454545454545454,4.9,69.5,FW,Serie A,Mid
31,465.0,0.2857142857142857,0.9,8.0,"FW,MF",Bundesliga,Low
25,1024.0,0.32,6.5,56.0,"FW,MF",La Liga,Mid
22,1350.0,0.64,4.8,128.0,MF,Ligue 1,High
25,790.0,1.0,,,DF,Serie A,Mid
30,2271.0,1.0,0.0,0.0,GK,Premier League,Mid
22,1472.0,0.8421052631578947,5.5,8.0,DF,Ligue 1,Mid
23,331.0,0.8,2.5,51.0,DF,Premier League,Low
32,413.0,0.11764705882352941,1.7,39.0,"MF,FW",La Liga,Low
30,1159.0,0.4782608695652174,31.9,31.06,"DF,MF",La Liga,Mid
25,1718.0,1.0,3.5,144.0,DF,Serie A,High
28,353.0,0.1875,2.3,10.0,FW,Bundesliga,Low
24,1202.0,0.65,78.0,0.18,"DF,MF",La Liga,High
28,539.0,0.3125,1.5,49.0,"MF,FW",Premier League,Low
29,1505.0,0.7083333333333334,2.2,11.6,MF,Ligue 1,Low
28,1071.0,1.0,3.5,42.0,MF,Bundesliga,Low
29,2423.0,0.9629629629629629,0.0,0.0,GK,Serie A,Mid
24,1517.0,0.64,7.4,67.0,"FW,MF",La Liga,High
22,393.0,0.14285714285714285,49.0,,"MF,DF",La Liga,Mid
24,689.0,0.3888888888888889,2.0,50.0,"FW,DF",Premier League,Low
40,396.0,0.11764705882352941,45.0,,FW,Serie A,Low
23,493.0,0.3076923076923077,,,DF,Serie A,Mid
27,1938.0,0.9565217391304348,5.9,136.0,MF,Serie A,High
27,1154.0,0.5,4.5,96.0,"MF,FW",Serie A,Mid
34,671.0,0.7,4.0,,"MF,DF",Serie A,Low
25,810.0,1.0,0.0,0.0,GK,Serie A,Low
25,810.0,1.0,0.0,0.0,GK,Ligue 1,Low
31,2250.0,1.0,0.9,51.0,DF,La Liga,Mid
27,2340.0,1.0,0.01,0.0,GK,La Liga,Mid
35,1193.0,0.6666666666666666,3.9,35.6,MF,La Liga,Low
22,1185.0,0.5217391304347826,4.5,76.0,"FW,MF",La Liga,High
37,905.0,0.8333333333333334,4.1,2.05,DF,Ligue 1,Low
36,1894.0,0.9166666666666666,11.1,121.05,DF,Ligue 1,High
24,2520.0,1.0,0.0,0.0,GK,Premier League,High
32,1243.0,0.6363636363636364,3.6,110.0,MF,Ligue 1,Mid
21,1678.0,0.8333333333333334,4.2,132.0,"MF,FW",Premier League,High
21,530.0,0.35714285714285715,2.8,28.0,MF,Serie A,Low
26,1351.0,0.6,11.8,147.0,FW,La Liga,High
29,1443.0,0.7727272727272727,5.3,69.0,"MF,DF",Ligue 1,Mid
25,2126.0,0.9230769230769231,13.1,116.0,FW,Premier League,High
23,580.0,0.4666666666666667,5.4,60.0,"FW,MF",Serie A,Low
27,1401.0,0.9090909090909091,7.4,109.0,FW,Ligue 1,High
24,1385.0,0.6956521739130435,43.0,109.03,"DF,FW",Bundesliga,High
26,1551.0,0.7083333333333334,64.7,26.06,"DF,MF",Ligue 1,High
27,2430.0,1.0,0.01,0.01,GK,Premier League,Mid
35,2427.0,1.0,0.6,22.0,DF,Premier League,Mid
29,621.0,0.35294117647058826,4.0,28.0,"FW,MF",Serie A,Low
27,1610.0,0.9047619047619048,2.0,122.0,DF,Serie A,High
28,2130.0,1.0,3.5,97.0,MF,Premier League,High
30,2058.0,0.9615384615384616,5.1,91.0,"FW,DF",Premier League,High
40,990.0,1.0,0.0,0.0,GK,La Liga,Low
25,336.0,0.07142857142857142,45.0,,MF,Ligue 1,Mid
21,348.0,0.3,2.2,15.0,"MF,FW",La Liga,Low
28,664.0,0.9,1.4,15.0,DF,La Liga,Low
28,2340.0,1.0,0.0,0.0,GK,La Liga,Mid
33,1096.0,0.8125,6.2,28.9,"MF,FW",Bundesliga,Low
25,1796.0,0.9545454545454546,28.0,0.05,MF,Bundesliga,High
20,533.0,0.25,5.0,21.0,"FW,MF",Bundesliga,Low
21,529.0,0.35,21.0,,"FW,MF",La Liga,Mid
23,802.0,0.5833333333333334,39.9,,DF,Ligue 1,Mid
21,1336.0,0.7777777777777778,1.9000000000000001,95.0,MF,Serie A,High
24,2340.0,1.0,2.8,69.9,MF,Premier League,High
23,357.0,0.375,,,DF,Premier League,Low
25,751.0,0.47368421052631576,27.0,,"MF,FW",Premier League,Mid
25,1329.0,0.6818181818181818,4.5,77.0,"FW,MF",Bundesliga,Mid
30,1466.0,0.8888888888888888,94.0,0.11,DF,La Liga,High
34,2250.0,1.0,0.0,0.0,GK,Bundesliga,Mid
35,1649.0,0.8260869565217391,24.1,89.03,MF,Serie A,Mid
35,601.0,0.8571428571428571,0.0,,GK,Ligue 1,Low
30,1285.0,0.56,5.4,75.0,"FW,MF",Ligue 1,Mid
22,1619.0,0.76,5.8,149.0,"MF,FW",La Liga,High
31,947.0,0.5882352941176471,2.5999999999999996,107.0,"DF,MF",La Liga,Mid
26,1922.0,0.96,7.0,139.0,MF,La Liga,High
29,1772.0,0.8695652173913043,56.5,154.06,DF,Premier League,High
25,2098.0,1.0,87.0,0.04,DF,Premier League,High
26,1621.0,0.9130434782608695,2.7,141.0,MF,Premier League,High
30,1475.0,0.9473684210526315,7.0,0.08,DF,La Liga,Low
32,941.0,0.6,1.5,78.0,MF,Bundesliga,Low
25,1237.0,1.0,1.8,3.07,DF,Ligue 1,Low
26,2237.0,1.0,7.8,279.0,MF,Premier League,High
32,1345.0,0.85,9.9,34.5,"FW,MF",Premier League,Mid
22,1150.0,0.7894736842105263,3.2,111.0,"FW,MF",La Liga,High
24,1290.0,0.5833333333333334,7.699999999999999,56.0,MF,La Liga,Mid
34,1541.0,0.8,2.9,85.0,MF,La Liga,Mid
28,1792.0,0.9545454545454546,21.0,0.05,MF,La Liga,Mid
30,1777.0,0.7916666666666666,52.0,0.08,DF,Serie A,High
22,1575.0,0.6956521739130435,10.9,92.3,FW,La Liga,High
23,934.0,0.6666666666666666,8.09,0.06,DF,Premier League,Low
25,1103.0,0.8571428571428571,20.0,0.14,DF,Bundesliga,Mid
25,2095.0,0.96,65.6,67.02,DF,Serie A,High
28,2042.0,0.9583333333333334,1.1,5.0,DF,Serie A,Mid
24,1644.0,0.9473684210526315,81.0,0.05,DF,Premier League,High
31,1964.0,1.0,3.5,25.0,MF,La Liga,Mid
38,525.0,0.4,4.199999999999999,42.0,FW,Premier League,Low
28,2222.0,0.9259259259259259,3.0,80.0,MF,Ligue 1,High
31,1974.0,0.9583333333333334,1.1,113.0,MF,Serie A,High
26,1219.0,0.5,17.2,27.04,"MF,DF",Ligue 1,Mid
28,452.0,0.3333333333333333,,,MF,Premier League,Low
21,2512.0,1.0,3.5999999999999996,112.0,DF,Ligue 1,High
21,1038.0,0.8571428571428571,80.0,0.13,MF,Serie A,High
29,1727.0,0.95,2.3,91.0,DF,Serie A,Mid
23,929.0,0.8461538461538461,3.0,0.08,DF,Serie A,Low
22,650.0,0.42857142857142855,29.9,,"DF,MF",La Liga,Mid
30,1603.0,0.7391304347826086,2.9,11.0,DF,La Liga,Low
33,541.0,0.26666666666666666,5.5,,MF,Bundesliga,Low
28,355.0,0.8,,,DF,Serie A,Low
20,739.0,0.5,20.5,,"DF,MF",Serie A,High
31,1495.0,0.9473684210526315,49.5,131.03,DF,Serie A,High
27,1084.0,0.55,79.0,0.22999999999999998,"DF,FW",La Liga,High
26,1324.0,0.8421052631578947,4.5,75.0,MF,Ligue 1,Mid
34,560.0,0.5,,,DF,La Liga,Low
30,1260.0,1.0,0.0,0.0,GK,La Liga,Low
20,1009.0,0.7333333333333333,5.3,57.0,FW,Bundesliga,Mid
25,1037.0,0.9230769230769231,52.0,0.16,DF,Bundesliga,Mid
25,706.0,1.0,1.5,57.0,DF,Bundesliga,Low
30,1890.0,1.0,0.05,0.0,GK,Bundesliga,Mid
30,2520.0,1.0,0.0,0.0,GK,Premier League,Mid
30,1275.0,0.7777777777777778,35.0,47.02,DF,La Liga,Mid
23,333.0,0.5714285714285714,,,"DF,FW",Ligue 1,Low
26,1006.0,0.75,4.1,9.6,MF,Serie A,Low
29,628.0,0.4666666666666667,1.5,59.0,MF,Bundesliga,Low
27,1796.0,0.8,35.4,57.02,DF,Ligue 1,High
23,872.0,0.5263157894736842,32.3,90.08,"FW,DF",Serie A,High
27,597.0,0.35294117647058826,7.1,71.0,"FW,MF",Ligue 1,Low
26,867.0,0.5,3.5,112.0,FW,Premier League,Mid
24,355.0,1.0,1.4,32.0,DF,Ligue 1,Low
21,2403.0,1.0,13.8,137.6,FW,Premier League,High
26,1589.0,0.782608695652174,4.7,171.0,MF,Ligue 1,High
33,536.0,0.45454545454545453,23.5,,DF,Ligue 1,Low
30,2315.0,1.0,24.8,87.2,FW,Premier League,High
22,1249.0,0.48,4.5,56.0,"FW,MF",Ligue 1,Mid
22,2415.0,1.0,2.1,112.0,DF,Premier League,High
23,1973.0,0.9545454545454546,7.1,4.07,DF,Premier League,Mid
25,632.0,0.5384615384615384,58.0,,"MF,FW",Bundesliga,High
30,2237.0,1.0,1.5,114.0,DF,Ligue 1,High
31,316.0,0.2,51.0,,"FW,MF",La Liga,Mid
21,1049.0,0.34615384615384615,6.6,60.0,MF,Serie A,Mid
27,1949.0,0.92,13.2,46.4,FW,Ligue 1,High
28,2520.0,1.0,0.0,0.0,GK,Ligue 1,Mid
23,466.0,0.7142857142857143,,,MF,Premier League,Low
26,507.0,0.3125,43.0,,DF,Serie A,Mid
23,2077.0,0.9230769230769231,6.4,164.0,"FW,MF",La Liga,High
26,1164.0,0.6818181818181818,1.01,0.02,MF,La Liga,Low
27,1538.0,0.7727272727272727,10.4,11.1,FW,Serie A,Mid
22,1746.0,0.92,5.8,63.0,MF,La Liga,High
25,462.0,0.1875,40.7,,MF,Ligue 1,Mid
34,1892.0,0.88,11.7,31.4,FW,Ligue 1,Mid
26,688.0,0.3333333333333333,57.0,,MF,La Liga,High
26,573.0,0.46153846153846156,7.0,,DF,Premier League,Low
30,1034.0,0.6190476190476191,54.7,48.09,"MF,FW",La Liga,High
